titre,realisateur,adresse,organisme_demandeur,type_de_tournage,ardt,date_debut,date_fin,x,y
CARBONE,OLIVIER MARCHAL,25  RUE  DU MAIL,LES FILMS MANUEL MUNZ,LONG METRAGE,2ème,2016-12-19,2016-12-19,48.867056, 2.343126
CARBONE,OLIVIER MARCHAL,RUE  SAINT MARC,LES FILMS MANUEL MUNZ,LONG METRAGE,2ème,2016-12-09,2016-12-09,48.870451, 2.340622
CHEFS - SAISON 2,ARNAUD MALHERBE,3  RUE  BACHAUMONT,CALT PRODUCTION,SERIE TELEVISEE,2ème,2016-03-18,2016-03-18,48.865846, 2.34652
CHEFS - SAISON 2,ARNAUD MALHERBE,PLACE  DES VICTOIRES,CALT PRODUCTION,SERIE TELEVISEE,2ème,2016-06-04,2016-06-04,48.8661, 2.341058
CHEFS - SAISON 2,ARNAUD MALHERBE,RUE  CATINAT,CALT PRODUCTION,SERIE TELEVISEE,2ème,2016-06-04,2016-06-04,48.868877, 2.333185
CHEFS - SAISON 2,ARNAUD MALHERBE,RUE  DE LA VRILLIERE,CALT PRODUCTION,SERIE TELEVISEE,2ème,2016-06-04,2016-06-04,48.869699, 2.334682
CHEFS - SAISON 2,ARNAUD MALHERBE,RUE  SAINT DENIS,CALT PRODUCTION,SERIE TELEVISEE,2ème,2016-07-02,2016-07-02,48.866753, 2.351137
CLEM/SAISON 7,CHRISTOPHE CAMPOS,19  RUE  DE PALESTRO,MERLIN PRODUCTIONS,SERIE TELEVISEE,2ème,2016-08-23,2016-08-23,48.865645, 2.351516
CLEM/SAISON 7,CHRISTOPHE CAMPOS,19  RUE  PALESTRO,MERLIN PRODUCTIONS,SERIE TELEVISEE,2ème,2016-08-22,2016-08-29,48.865645, 2.351516
CLEM/SAISON 7,CHRISTOPHE CAMPOS,21  RUE  GRENETA,MERLIN PRODUCTIONS,SERIE TELEVISEE,2ème,2016-08-22,2016-08-22,48.865101, 2.350845
CORPORATE,NICOLAS SILHOL,PASSAGE  DES PANORAMAS,KAZAK PRODUCTIONS,LONG METRAGE,2ème,2016-03-04,2016-03-04,48.87102, 2.341647
DALIDA,LISA AZUELOS,40  RUE  NOTRE DAME DES VICTOIRES,BETHSABEE MUCHO,LONG METRAGE,2ème,2016-02-09,2016-02-09,48.868876, 2.342135
FREED,JAMES FOLEY,PLACE  DE L'OPERA,PENINSULA FILM,LONG METRAGE,2ème,2016-07-18,2016-07-19,48.870057, 2.33227
FREED,JAMES FOLEY,RUE  AUBER,PENINSULA FILM,LONG METRAGE,2ème,2016-07-18,2016-07-19,48.867413, 2.347572
FREED,JAMES FOLEY,RUE  DE L'OPERA,PENINSULA FILM,LONG METRAGE,2ème,2016-07-18,2016-07-19,48.868851, 2.333011
FREED,JAMES FOLEY,RUE  HALEVY,PENINSULA FILM,LONG METRAGE,2ème,2016-07-18,2016-07-19,48.868623, 2.348233
FREED,JAMES FOLEY,RUE  SCRIBE,PENINSULA FILM,LONG METRAGE,2ème,2016-07-18,2016-07-19,48.865085, 2.347594
GAUGUIN,EDOUARD DELUC,3  RUE  BACHAUMONT,MOVE MOVIE,LONG METRAGE,2ème,2016-12-07,2016-12-07,48.865846, 2.34652
GAUGUIN,EDOUARD DELUC,3  RUE  BACHAUMONT,MOVE MOVIE,LONG METRAGE,2ème,2016-12-08,2016-12-08,48.865846, 2.34652
GAUGUIN,EDOUARD DELUC,PASSAGE  BEN AIAD,MOVE MOVIE,LONG METRAGE,2ème,2016-12-08,2016-12-08,48.867969, 2.350008
GAUGUIN,EDOUARD DELUC,RUE  BACHAUMONT,MOVE MOVIE,LONG METRAGE,2ème,2016-12-08,2016-12-08,48.865978, 2.345597
GC5,GUILLAUME CANET,RUE  DE LA PAIX,LES PRODUCTIONS DU TRESOR,LONG METRAGE,2ème,2016-03-17,2016-03-17,48.869138, 2.331307
IN AMERICA,VINCENT PRIMAULT,2  RUE  DE CHOISEUL,MAKING PROD,SERIE TELEVISEE,2ème,2016-04-02,2016-04-02,48.869008, 2.336009
IN AMERICA,VINCENT PRIMAULT,2  RUE  DE CHOISEUL (BUREAU MAKING PROD,MAKING PROD,SERIE TELEVISEE,2ème,2016-04-02,2016-04-02,48.869008, 2.336009
IN AMERICA,VINCENT PRIMAULT,8  RUE  MONSIGNY,MAKING PROD,SERIE TELEVISEE,2ème,2016-04-02,2016-04-02,48.868666, 2.335474
JUST DIVORCED,MAXIME GOVARE,RUE  DE LA BOURSE,LES IMPRODUCTIBLES,LONG METRAGE,2ème,2016-11-05,2016-11-05,48.869552, 2.339595
JUST DIVORCED,MAXIME GOVARE,RUE  DE LA BOURSE,LES IMPRODUCTIBLES,LONG METRAGE,2ème,2016-11-07,2016-11-07,48.869552, 2.339595
L'EMBARRAS DU CHOIX,ERIC DELAVAINE,12  RUE  FEYDEAU/PUB LE TRUSKEL,SOMBRERO PRODUCTIONS,LONG METRAGE,2ème,2016-08-05,2016-08-05,48.870076, 2.341326
L'EMBARRAS DU CHOIX,ERIC DELAVAINE,4  RUE  D'UZES/SHOW ROOM BY,SOMBRERO PRODUCTIONS,LONG METRAGE,2ème,2016-08-01,2016-08-02,48.870512, 2.345112
L'EMBARRAS DU CHOIX,ERIC DELAVAINE,5  BOULEVARD  DES ITALIENS/SALLE DE JEUX,SOMBRERO PRODUCTIONS,LONG METRAGE,2ème,2016-08-05,2016-08-05,48.871683, 2.339175
LA DOULEUR,EMMANUEL FINKIEL,19  RUE  DE BEAUJOLAIS,LES FILMS DU POISSON,LONG METRAGE,2ème,2016-08-29,2016-08-29,48.869882, 2.33164
LA DOULEUR,EMMANUEL FINKIEL,2  RUE  VIVIENNE,LES FILMS DU POISSON,LONG METRAGE,2ème,2016-08-29,2016-08-29,48.866495, 2.33884
LA NIAQUE,CHAD CHENOUGA,12  RUE  DU QUATRE SEPTEMBRE,TS PRODUCTIONS,LONG METRAGE,2ème,2016-05-02,2016-05-03,48.869537, 2.337461
LA VIE DE CHATEAU,CEDRIC IDO,PLACE  DU CAIRE/RUE DU CAIRE,SRAB FILMS,LONG METRAGE,2ème,2016-08-05,2016-08-05,48.868116, 2.348787
LA VIE DEVANT ELLES/SAISON 2,GABRIEL AGHION,40  RUE  NOTRE DAME,CINETEVE,SERIE TELEVISEE,2ème,2016-07-19,2016-07-19,48.868876, 2.342135
LADIES,ANNE GAËLLE DAVAL,12  RUE  DU 4 SEPTEMBRE,NOLITA CINEMA,LONG METRAGE,2ème,2016-09-15,2016-09-16,48.869537, 2.337461
LE BUREAU DES LEGENDES/SAISON 2,ERIC ROCHANT,2  RUE  VIVIENNE,THE OLIGARCHS PRODUCTIONS,SERIE TELEVISEE,2ème,2016-11-18,2016-11-18,48.866495, 2.33884
LE REDOUTABLE,MICHEL HAZANAVICIUS,32  RUE  SAINT MARC/LES LYONNAIS,LES COMPAGNONS DU CINEMA,LONG METRAGE,2ème,2016-08-05,2016-08-05,48.870723, 2.338692
LE REDOUTABLE,MICHEL HAZANAVICIUS,5  RUE  DE LA BANQUE,LES COMPAGNONS DU CINEMA,LONG METRAGE,2ème,2016-08-23,2016-08-23,48.866664, 2.34016
LE REDOUTABLE,MICHEL HAZANAVICIUS,RUE  DE LA BANQUE,LES COMPAGNONS DU CINEMA,LONG METRAGE,2ème,2016-08-26,2016-08-26,48.867533, 2.340613
LE RIRE DE MA MERE,COLOMBE SAVIGNAC,25  RUE  DE LA LUNE/EGLISE N.D.B.N,LOMA NASHA PRODUCTION,LONG METRAGE,2ème,2016-08-05,2016-08-05,48.869745, 2.349589
LEBOWITZ CONTRE LEBOWITZ/9 A 12,CHRISTOPHE BARRAUD,12  RUE  DU 4 SEPTEMBRE,CHABRAQUE PRODUCTIONS,SERIE TELEVISEE,2ème,2016-11-01,2016-11-01,48.869537, 2.337461
LEILA,NAIDRA AYADI,BOULEVARD  BONNE NOUVELLE,NOLITA CINEMA,LONG METRAGE,2ème,2016-11-21,2016-11-21,48.870008, 2.350304
LEILA,NAIDRA AYADI,BOULEVARD  SAINT DENIS,NOLITA CINEMA,LONG METRAGE,2ème,2016-11-21,2016-11-21,48.869313, 2.353506
LEILA,NAIDRA AYADI,BOULEVARD  SEBASTOPOL,NOLITA CINEMA,LONG METRAGE,2ème,2016-11-22,2016-11-24,48.866031, 2.352351
LEILA,NAIDRA AYADI,RUE  DU CAIRE,NOLITA CINEMA,LONG METRAGE,2ème,2016-11-22,2016-11-23,48.867616, 2.350652
LEILA,NAIDRA AYADI,RUE  SAINT DENIS,NOLITA CINEMA,LONG METRAGE,2ème,2016-11-21,2016-11-21,48.866753, 2.351137
LEILA,NAIDRA AYADI,RUE  SAINT DENIS,NOLITA CINEMA,LONG METRAGE,2ème,2016-11-22,2016-11-24,48.866753, 2.351137
LEILA,NAIDRA AYADI,RUE  SAINT DENIS/DU CAIRE,NOLITA CINEMA,LONG METRAGE,2ème,2016-11-24,2016-11-24,48.867616, 2.350652
LES CARNIVORES,JEREMIE RENIER,40  RUE  NOTRE DAME DES VICTOIRES (LE GALOPIN),CHI FOU MI PRODUCTIONS,LONG METRAGE,2ème,2016-08-01,2016-08-01,48.868876, 2.342135
LES FANTOMES D'ISMAEL,ARNAUD DESPLESCHIN,PASSAGE  DES PANORAMAS,WHY NOT PRODUCTIONS,LONG METRAGE,2ème,2016-09-05,2016-09-05,48.87102, 2.341647
LES HOMMES DE L'OMBRE,FRED GARSON,2  RUE  VIVIENNE,MACONDO,SERIE TELEVISEE,2ème,2016-02-22,2016-02-22,48.866495, 2.33884
LES OPTIMISTES,ALEXEÏ POPOGREBSKY,36  BOULEVARD  BONNE NOUVELLE/THEATRE DU GYMNASE,SERVICE PARIS PRODUCTION,SERIE TELEVISEE,2ème,2016-08-23,2016-08-23,48.870008, 2.350304
LOLA PATER,NADIR MOKNECHE,224  RUE  SAINT DENIS,BLUE MONDAY PRODUCTIONS,LONG METRAGE,2ème,2016-03-29,2016-03-31,48.868318, 2.352042
MA PIRE ANGOISSE,VLADIMIR RODIONOFF,7  RUE  APOLLINE,LES IMPRODUCTIBLES,SERIE TELEVISEE,2ème,2016-04-11,2016-04-11,48.869027, 2.353354
MARVIN,ANNE FONTAINE,10  RUE  DU SENTIER,CINE @,LONG METRAGE,2ème,2016-09-05,2016-09-08,48.868821, 2.345782
MARYLINE,GUILLAUME GALLIENNE,3  RUE  BACHAUMONT,LGM FILMS,LONG METRAGE,2ème,2016-10-11,2016-10-11,48.865846, 2.34652
MARYLINE,GUILLAUME GALLIENNE,4  RUE  MONSIGNY,LGM FILMS,LONG METRAGE,2ème,2016-10-10,2016-10-10,48.868378, 2.335315
MARYLINE,GUILLAUME GALLIENNE,RUE  DALAYRAC,LGM FILMS,LONG METRAGE,2ème,2016-10-10,2016-10-10,48.867843, 2.335176
MARYLINE,GUILLAUME GALLIENNE,RUE  MARSOLLIER,LGM FILMS,LONG METRAGE,2ème,2016-10-10,2016-10-10,48.868011, 2.334743
MES TRESORS,PASCAL BOURDIAUX,15  RUE  VIVIENNE,RADAR FILMS,LONG METRAGE,2ème,2016-02-13,2016-02-13,48.868308, 2.339688
MONSIEUR ET MADAME ADELMAN,NICOLAS BEDOS,32  RUE  SAINT MARC,LES FILMS DU KIOSQUE,LONG METRAGE,2ème,2016-02-01,2016-02-01,48.870723, 2.338692
SHOPPING KING LOUIS,LEE SANG YEOP,13  RUE  DE LA PAIX,MBC INCORPORATE,SERIE TELEVISEE,2ème,2016-09-04,2016-09-04,48.869325, 2.331098
SOUS LE MEME TOIT,DOMINIQUE FARRUGIA,1  BOULEVARD  DES ITALIENS/BRASSERIE LE CARDINAL,EUROPA CORP,LONG METRAGE,2ème,2016-06-21,2016-06-21,48.871891, 2.339795
SOUS LE MEME TOIT,DOMINIQUE FARRUGIA,5  BOULEVARD  DES ITALIENS,EUROPA CORP,LONG METRAGE,2ème,2016-06-21,2016-06-21,48.871683, 2.339175
TELLE MERE TELLE FILLE,NOEMIE SAGLIO,3  RUE  D'ABOUKIR,PAN EUROPENNE PRODUCTION,LONG METRAGE,2ème,2016-08-04,2016-08-04,48.866054, 2.341845
TELLE MERE TELLE FILLE,NOEMIE SAGLIO,40  RUE  NOTRE DAME DES VICTOIRES,PAN EUROPENNE PRODUCTION,LONG METRAGE,2ème,2016-06-13,2016-06-13,48.868876, 2.342135
TELLE MERE TELLE FILLE,NOEMIE SAGLIO,PLACE  DES VICTOIRES,PAN EUROPENNE PRODUCTION,LONG METRAGE,2ème,2016-08-04,2016-08-04,48.8661, 2.341058
THE COLLECTION,DEARBHLA WALSH,PLACE  DES PETITS PERES ET CHAUSSEE,FEDERATION ENTERTAINMENT,SERIE TELEVISEE,2ème,2016-03-31,2016-03-31,48.866521, 2.340585
VIVE LA CRISE,JEAN FRANCOIS DAVY,27/49  AVENUE  DE L'OPERA,LES FILMS MONTAIGNE,LONG METRAGE,2ème,2016-05-30,2016-05-30,48.869818, 2.332426
BEFIKRE,ADITYA CHOPRA,125  RUE  VIEILLE DU TEMPLE,FIRSTEP,LONG METRAGE,3ème,2016-04-22,2016-04-22,48.861386, 2.363272
BEFIKRE,ADITYA CHOPRA,PLACE  DES VOSGES,FIRSTEP,LONG METRAGE,3ème,2016-02-26,2016-02-26,48.856295, 2.365499
BEFIKRE,ADITYA CHOPRA,RUE  DE BEARN,FIRSTEP,LONG METRAGE,3ème,2016-02-26,2016-02-26,48.857298, 2.366075
CHEFS - SAISON 2,ARNAUD MALHERBE,69  RUE  DES GRAVILLIERS,CALT PRODUCTION,SERIE TELEVISEE,3ème,2016-03-18,2016-03-18,48.864506, 2.354232
DEVLET AILE VE BEN,ÖZGÜR YILDIZ,RUE  DE TURBIGO/RUE DU TEMPLE (CROISEMENT),ACORT,LONG METRAGE,3ème,2016-01-16,2016-01-16,48.866546, 2.361065
EMBRASSE MOI,CYPRIEN VIAL,176/178  RUE  SAINT MARTIN,NOLITA CINEMA,LONG METRAGE,3ème,2016-06-16,2016-06-16,48.862563, 2.352235
EMMA,ALFRED LOT,5  BOULEVARD  DES FILLES DU CALVAIRE,MANDARIN CINEMA,SERIE TELEVISEE,3ème,2016-02-16,2016-02-16,48.861535, 2.366844
FREED,JAMES FOLEY,RUE  RAMBUTEAU,PENINSULA FILM,LONG METRAGE,3ème,2016-07-19,2016-07-20,48.861185, 2.353789
GC5,GUILLAUME CANET,12  RUE  BARBETTE,LES PRODUCTIONS DU TRESOR,LONG METRAGE,3ème,2016-02-29,2016-02-29,48.858946, 2.36064
GC5,GUILLAUME CANET,12  RUE  BARBETTE,LES PRODUCTIONS DU TRESOR,LONG METRAGE,3ème,2016-03-01,2016-03-01,48.858946, 2.36064
IRIS/EX CHAOS,JALIL LESPERT,60  RUE  DE TURENNE,WY PRODUCTIONS,LONG METRAGE,3ème,2016-02-18,2016-02-18,48.859054, 2.364635
IRIS/EX CHAOS,JALIL LESPERT,7  RUE  DU BOURG L'ABBE,WY PRODUCTIONS,LONG METRAGE,3ème,2016-02-29,2016-02-29,48.863922, 2.351998
IRIS/EX CHAOS,JALIL LESPERT,RUE  DE TURENNE,WY PRODUCTIONS,LONG METRAGE,3ème,2016-02-18,2016-02-18,48.8604, 2.364683
JE VOULAIS JUSTE RENTRER CHEZ MOI,YVES RENIER,292  RUE  SAINT MARTIN,CHABRAQUE PRODUCTIONS,TELEFILM,3ème,2016-11-21,2016-11-21,48.866961, 2.354634
JOSEPHINE ANGE GARDIEN/EPISODE 81,DENIS THYBAUD,14  CITE  DUPETIT THOUARS,DEMD PRODUCTIONS,SERIE TELEVISEE,3ème,2016-06-08,2016-06-10,48.86625, 2.362594
JUST DIVORCED,MAXIME GOVARE,RUE  DE BEARN,LES IMPRODUCTIBLES,LONG METRAGE,3ème,2016-10-06,2016-10-06,48.857298, 2.366075
LA DOULEUR,EMMANUEL FINKIEL,RUE  PEREE,LES FILMS DU POISSON,LONG METRAGE,3ème,2016-08-25,2016-08-26,48.864551, 2.361712
LA MONNAIE DE LEUR PIECE,ANNE LE NY,14  RUE  DU VERBOIS,MOVE MOVIE,LONG METRAGE,3ème,2016-12-16,2016-12-21,48.866791, 2.359269
LA MONNAIE DE LEUR PIECE,ANNE LE NY,14  RUE  DU VERTBOIS,MOVE MOVIE,LONG METRAGE,3ème,2016-12-22,2016-12-23,48.866791, 2.359269
LE BRIO,YVAN ATTAL,2  RUE  CONTE,CHAPTER 2,LONG METRAGE,3ème,2016-12-14,2016-12-14,48.865952, 2.356461
LE BRIO,YVAN ATTAL,2  RUE  CONTE,CHAPTER 2,LONG METRAGE,3ème,2016-12-17,2016-12-17,48.865952, 2.356461
LEILA,NAIDRA AYADI,BOULEVARD  SAINT MARTIN,NOLITA CINEMA,LONG METRAGE,3ème,2016-11-21,2016-11-21,48.868413, 2.358962
LEILA,NAIDRA AYADI,RUE  PAPIN,NOLITA CINEMA,LONG METRAGE,3ème,2016-11-22,2016-11-24,48.866906, 2.353431
LEO MATTEI/14 ET 15,NICOLAS HERDT,11  RUE  BAILLY,LGM CINEMA,SERIE TELEVISEE,3ème,2016-10-05,2016-10-05,48.865103, 2.355877
LEO MATTEI/14 ET 15,NICOLAS HERDT,RUE  DES GRAVILLIERS/R BEAUBOURG (CROISEMENT),LGM CINEMA,SERIE TELEVISEE,3ème,2016-10-05,2016-10-05,48.86404, 2.35583
LEO MATTEI/14 ET 15,NICOLAS HERDT,TROTTOIR  SUR LA PLACE BERNARD LAZARE,LGM CINEMA,SERIE TELEVISEE,3ème,2016-10-05,2016-10-05,48.86593, 2.357771
LES FANTOMES D'ISMAEL,ARNAUD DESPLESCHIN,60  RUE  DES FRANCS BOURGEOIS,WHY NOT PRODUCTIONS,LONG METRAGE,3ème,2016-10-18,2016-10-18,48.859968, 2.357262
LIANG SHENG,LIU CHUN-CHIEN,RUE  DU BEARN,KANZAMAN FRANCE,SERIE TELEVISEE,3ème,2016-12-11,2016-12-11,48.857298, 2.366075
LIANG SHENG,LIU CHUN-CHIEN,RUE  VIEILLE DU TEMPLE,KANZAMAN FRANCE,SERIE TELEVISEE,3ème,2016-12-13,2016-12-13,48.860421, 2.36149
LOUE MOI,VIRGINE SCSWARTZ,1  RUE  DE BRETAGNE,MY FAMILY,LONG METRAGE,3ème,2016-11-09,2016-11-09,48.861922, 2.364326
LOUE MOI,VIRGINE SCSWARTZ,10  RUE  CHARLOT,MY FAMILY,LONG METRAGE,3ème,2016-11-18,2016-11-18,48.861448, 2.361005
LOUE MOI,VIRGINE SCSWARTZ,10  RUE  DE SAINTONGE,MY FAMILY,LONG METRAGE,3ème,2016-11-03,2016-11-03,48.861457, 2.362193
LOUE MOI,VIRGINE SCSWARTZ,11 BIS  RUE  DU PERCHE,MY FAMILY,LONG METRAGE,3ème,2016-11-03,2016-11-03,48.860983, 2.360985
LOUE MOI,VIRGINE SCSWARTZ,11 BIS  RUE  DU PERCHE,MY FAMILY,LONG METRAGE,3ème,2016-11-04,2016-11-04,48.860983, 2.360985
LOUE MOI,VIRGINE SCSWARTZ,11 BIS  RUE  DU PERCHE,MY FAMILY,LONG METRAGE,3ème,2016-11-07,2016-11-07,48.860983, 2.360985
LOUE MOI,VIRGINE SCSWARTZ,11 BIS  RUE  DU PERCHE,MY FAMILY,LONG METRAGE,3ème,2016-11-09,2016-11-09,48.860983, 2.360985
LOUE MOI,VIRGINE SCSWARTZ,18  RUE  PEREE,MY FAMILY,LONG METRAGE,3ème,2016-11-03,2016-11-03,48.865068, 2.360688
LOUE MOI,VIRGINE SCSWARTZ,8  RUE  PASTOURELLE,MY FAMILY,LONG METRAGE,3ème,2016-11-18,2016-11-18,48.862171, 2.360665
PLONGER,MELANIE LAURENT,48  RUE  CHAPON,MOVE MOVIE,LONG METRAGE,3ème,2016-05-02,2016-05-02,48.863994, 2.354181
THE AFFAIR,JEFFREY REINER,7  RUE  DU BOURG L'ABBE,GEM FILMS,SERIE TELEVISEE,3ème,2016-12-07,2016-12-07,48.863922, 2.351998
WTF FRANCE,FELIX GUIMARD,SQUARE  DU TEMPLE,STUDIO BAGEL PRODUCTIONS,SERIE TELEVISEE,3ème,2016-10-04,2016-10-04,48.864589, 2.360685
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,12  RUE  DU RENARD,LES FILMS DE PIERRE,LONG METRAGE,4ème,2016-09-13,2016-09-13,48.858822, 2.352329
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,BOULEVARD  HENRI IV,LES FILMS DE PIERRE,LONG METRAGE,4ème,2016-07-02,2016-07-02,48.85172, 2.36443
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,PLACE  DE LA BASTILLE,LES FILMS DE PIERRE,LONG METRAGE,4ème,2016-07-02,2016-07-02,48.853575, 2.368288
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,QUAI  DE L'HOTEL DE VILLE,LES FILMS DE PIERRE,LONG METRAGE,4ème,2016-07-02,2016-07-02,48.854811, 2.354243
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,QUAI  DES CELESTINS,LES FILMS DE PIERRE,LONG METRAGE,4ème,2016-07-02,2016-07-02,48.852341, 2.36038
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,RUE  DE LUTECE,LES FILMS DE PIERRE,LONG METRAGE,4ème,2016-07-02,2016-07-02,48.854791, 2.3472
ALIBI.COM,PHILIPPE LACHEAU,3  COUR  BERARD,FECHNER FILMS,LONG METRAGE,4ème,2016-05-09,2016-05-10,48.854299, 2.366394
ALICE IN PARIS,THIBAUD MARTIN,SQUARE  LOUIS XIII,ROCKZELINE,SERIE TELEVISEE,4ème,2016-03-04,2016-03-04,48.852279, 2.351269
ALICE NEVERS  LE JUGE EST UNE FEMME/82 ET 83,ERIC LE ROUX,QUAI  D'ANJOU/R POULLETIER (ANGLE),EGO PRODUCTION,SERIE TELEVISEE,4ème,2016-04-05,2016-04-05,48.851372, 2.358107
ALICE NEVERS  LE JUGE EST UNE FEMME/84 ET 85,ERIC LE ROUX,RUE  DE LA VERRERIE,EGO PRODUCTION,SERIE TELEVISEE,4ème,2016-10-13,2016-10-13,48.857972, 2.352876
AURORE TABORT,BLANDINE LENOIR,72  QUAI  DE L'HOTEL DE VILLE,KARE PRODUCTIONS,LONG METRAGE,4ème,2016-04-15,2016-04-15,48.854746, 2.35441
BARBARA,MATHIEU AMALRIC,BOULEVARD  DU PALAIS,WAITING FOR CINEMA,LONG METRAGE,4ème,2016-11-28,2016-11-28,48.854852, 2.345722
BARBARA,MATHIEU AMALRIC,PONT  AU CHANGE,WAITING FOR CINEMA,LONG METRAGE,4ème,2016-11-28,2016-11-28,48.853792, 2.350685
BARBARA,MATHIEU AMALRIC,PONT  SAINT MICHEL,WAITING FOR CINEMA,LONG METRAGE,4ème,2016-11-28,2016-11-28,48.858318, 2.350541
BEFIKRE,ADITYA CHOPRA,BIBLIOTHEQUE  DE L'HOTEL DE VILLE,FIRSTEP,LONG METRAGE,4ème,2016-04-30,2016-04-30,48.854714, 2.354821
BEFIKRE,ADITYA CHOPRA,BOULEVARD  DU TEMPLE,FIRSTEP,LONG METRAGE,4ème,2016-06-01,2016-06-01,48.859181, 2.353918
BEFIKRE,ADITYA CHOPRA,CITE  INTERNATIONALE DES ARTS,FIRSTEP,LONG METRAGE,4ème,2016-04-30,2016-04-30,48.853405, 2.358201
BEFIKRE,ADITYA CHOPRA,IMPASSE  DE LA POISSONNERIE,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.85194, 2.365872
BEFIKRE,ADITYA CHOPRA,PARVIS  DE L'HOTEL DE VILLE,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.854714, 2.354821
BEFIKRE,ADITYA CHOPRA,PARVIS  DE NOTRE DAME,FIRSTEP,LONG METRAGE,4ème,2016-04-26,2016-04-26,48.853542, 2.347221
BEFIKRE,ADITYA CHOPRA,PLACE  DES VOGES,FIRSTEP,LONG METRAGE,4ème,2016-05-18,2016-05-19,48.854978, 2.365625
BEFIKRE,ADITYA CHOPRA,PLACE  DU MARCHE SAINTE CATHERINE,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.855545, 2.362691
BEFIKRE,ADITYA CHOPRA,PONT  D'ARCOLE,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.854229, 2.34981
BEFIKRE,ADITYA CHOPRA,PONT  LOUIS PHILIPPE,FIRSTEP,LONG METRAGE,4ème,2016-05-20,2016-05-21,48.855368, 2.355793
BEFIKRE,ADITYA CHOPRA,PONT  MARIE,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.853405, 2.358201
BEFIKRE,ADITYA CHOPRA,PONT  SAINT LOUIS,FIRSTEP,LONG METRAGE,4ème,2016-04-26,2016-04-26,48.851849, 2.356353
BEFIKRE,ADITYA CHOPRA,PONT  SAINT LOUIS,FIRSTEP,LONG METRAGE,4ème,2016-06-02,2016-06-02,48.851849, 2.356353
BEFIKRE,ADITYA CHOPRA,QUAI  AUX FLEURS,FIRSTEP,LONG METRAGE,4ème,2016-04-26,2016-04-26,48.854116, 2.351582
BEFIKRE,ADITYA CHOPRA,QUAI  DE BOURBON,FIRSTEP,LONG METRAGE,4ème,2016-04-26,2016-04-26,48.853036, 2.355069
BEFIKRE,ADITYA CHOPRA,QUAI  DE BOURBON,FIRSTEP,LONG METRAGE,4ème,2016-06-02,2016-06-02,48.853036, 2.355069
BEFIKRE,ADITYA CHOPRA,QUAI  DE L'ARCHEVECHE,FIRSTEP,LONG METRAGE,4ème,2016-04-26,2016-04-26,48.852216, 2.352057
BEFIKRE,ADITYA CHOPRA,QUAI  DE L'HOTEL DE VILLE,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.854811, 2.354243
BEFIKRE,ADITYA CHOPRA,RUE  CARON,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.855157, 2.362596
BEFIKRE,ADITYA CHOPRA,RUE  DE JARENTE,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.855617, 2.363093
BEFIKRE,ADITYA CHOPRA,RUE  DE L'HOTEL DE VILLE,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.854714, 2.354821
BEFIKRE,ADITYA CHOPRA,RUE  DE SEVIGNE,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.856067, 2.362289
BEFIKRE,ADITYA CHOPRA,RUE  DES BARRES,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.855335, 2.355315
BEFIKRE,ADITYA CHOPRA,RUE  DES BARRES,FIRSTEP,LONG METRAGE,4ème,2016-06-02,2016-06-02,48.855335, 2.355315
BEFIKRE,ADITYA CHOPRA,RUE  DES HOSPITALIERES SAINT GERVAIS,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.857943, 2.358936
BEFIKRE,ADITYA CHOPRA,RUE  DES ROSIERS,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.857185, 2.35951
BEFIKRE,ADITYA CHOPRA,RUE  DU PREVOT,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.854804, 2.359778
BEFIKRE,ADITYA CHOPRA,RUE  LOBAU,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.856204, 2.353258
BEFIKRE,ADITYA CHOPRA,RUE  NECKER,FIRSTEP,LONG METRAGE,4ème,2016-02-26,2016-02-26,48.855349, 2.363274
BEFIKRE,ADITYA CHOPRA,SQUARE  JEAN XXIII,FIRSTEP,LONG METRAGE,4ème,2016-04-26,2016-04-26,48.852279, 2.351269
BEFIKRE,ADITYA CHOPRA,SQUARE  LOUIS XIII,FIRSTEP,LONG METRAGE,4ème,2016-05-18,2016-05-19,48.852279, 2.351269
